Time,Open,High,Low,Close,Volume,mean,sm,isSm,adx,di+,di-,rsi,sma,sma55,ema,bbh,bbm,bbl
05:00 15-05-2020,201.21,201.66,198.78,201.0,138920.1757,196.3735,11.890039285714288,False,22.58134258584626,17.368319812127282,24.56084546881168,54.00074689185233,201.188,199.57327272727275,200.14315600368354,207.17293193768697,199.11357142857145,191.05421091945593
09:00 15-05-2020,201.01,201.01,196.6,197.85,131482.40388,196.8625,10.173392857142852,False,22.645101826078648,16.231324189837867,26.189077347379776,49.74633511403858,201.01500000000001,199.35127272727271,199.72621854846832,205.95401448014528,199.68928571428572,193.42455694842616
13:00 15-05-2020,197.94,199.02,193.8,194.76,152015.37167,197.06,8.08535357142856,False,23.22603621388489,14.981170707961637,28.303364175682432,46.00386455863887,200.579,199.10654545454543,198.82326972147408,204.88572567405402,199.95857142857145,195.03141718308888
17:00 15-05-2020,194.76,197.94,191.66,194.86,152700.3203,197.2585,6.030421428571417,False,24.125618308950315,13.621857491976233,28.827182311605615,46.141892276327134,200.08499999999998,198.93,198.1026752266606,205.25065594434312,199.72357142857143,194.19648691279974
21:00 15-05-2020,194.87,199.78,193.21,198.63,100410.35454,197.715,4.529739285714273,False,24.347973979850224,14.95593150598987,26.153588194150046,51.10222150578918,199.69400000000002,198.9238181818182,198.19855245817686,205.17970695460156,199.8557142857143,194.53172161682704
01:00 16-05-2020,198.56,202.44,198.5,199.5,151877.83295,198.202,3.0766428571428417,False,23.740502257955455,17.926048234838184,24.67558210101308,52.17224594361474,199.4,198.80799999999996,198.4351792839629,205.17533566821675,199.85,194.52466433178324
05:00 16-05-2020,199.51,201.24,198.53,200.27,118340.26842,198.673,1.839310714285702,False,23.176421373338883,17.20580738042808,23.684155429463637,53.12782698095458,199.07999999999998,198.72490909090908,198.76878305051508,205.2453672115635,199.93214285714285,194.6189185027222
09:00 16-05-2020,200.29,203.5,200.0,200.7,139679.33681,199.2185,0.6022035714285536,True,21.981642136015832,19.712633617113575,22.4306711357625,53.671935861200964,198.821,198.6650909090909,199.1199134049669,205.32346262575197,199.99642857142857,194.66939451710516
13:00 16-05-2020,200.7,201.38,197.85,200.07,103694.19355,199.67249999999999,-0.424392857142875,True,21.38476541466714,18.64105782925846,24.52221223196186,52.72796150608596,198.887,198.55690909090907,199.2926564222456,204.95866019022554,199.82,194.68133980977444
17:00 16-05-2020,200.11,202.0,199.55,200.45,55898.05127,199.7875,-0.821857142857155,True,20.64168505702523,18.901290629400933,23.56475955611997,53.25001362953859,198.80900000000003,198.3309090909091,199.50308252729184,204.6252961814305,199.67785714285714,194.73041810428376
21:00 16-05-2020,200.44,202.58,199.68,201.53,85415.38155,200.025,-1.0901071428571552,True,19.770120685569697,18.953381620941347,22.44752899129831,54.74518470284235,198.86200000000002,198.14054545454545,199.8716129768751,204.15142165529548,199.53928571428568,194.9271497732759
01:00 17-05-2020,201.52,202.69,200.52,202.14,68813.32879,200.153,-0.9620500000000156,True,18.924746152694585,18.442446769031992,21.621469322553803,55.58963904834495,199.291,197.94527272727274,200.2840469810796,203.83411786086967,199.45714285714283,195.080167853416
05:00 17-05-2020,202.15,202.29,200.8,201.29,65103.36957,200.26149999999998,-0.973767857142871,True,18.13975551502484,17.953892605583434,21.04870048175409,54.10867749942753,199.944,197.7987272727273,200.4669475299742,204.06858874775446,199.59142857142857,195.11426839510267
09:00 17-05-2020,201.29,209.75,201.28,208.77,339072.24213,200.70999999999998,0.33647142857142587,True,18.34386150862547,27.73882475282326,18.111518419539337,63.192108736353404,201.33499999999998,197.7509090909091,201.97659343361525,206.62522461785068,200.12999999999997,193.63477538214926
13:00 17-05-2020,208.78,209.21,206.57,207.89,64510.85948,200.97750000000002,1.5970357142857114,False,18.53338850268319,26.49769038920754,17.301144220630224,61.68021010854256,202.261,197.68727272727273,203.051758263867,208.2515527882958,200.62214285714285,192.99273292598988
17:00 17-05-2020,207.9,209.85,206.12,207.0,85796.71163,201.2055,2.6746357142857122,False,18.855970480414936,25.902383716572388,16.198358014597428,60.14818431980651,203.011,197.58054545454547,203.76962039770933,209.39517490792048,201.2757142857143,193.1562536635081
21:00 17-05-2020,207.02,216.18,207.0,215.07,327466.0617,201.7855,5.0341285714285675,False,20.34675640092408,32.12444680672604,13.857293200229847,67.78536932180633,204.49099999999999,197.64890909090906,205.82423487085308,212.7136135223838,202.72642857142858,192.73924362047336
01:00 18-05-2020,215.1,217.07,213.49,214.21,179217.70854,202.33149999999998,7.071239285714284,False,21.867849691971713,31.708767287819178,13.06432727691651,66.35882523382757,205.842,197.65563636363635,207.34891943978886,214.69631058230448,204.10857142857142,193.52083227483837
05:00 18-05-2020,214.19,215.29,209.24,212.03,226884.08027,202.9625,8.038435714285717,False,21.85932288647601,28.717970566959927,18.457931562314254,62.83061096854256,207.038,197.67872727272726,208.20002499619088,215.91874997407498,205.06571428571428,194.21267859735357
09:00 18-05-2020,212.07,213.13,210.0,211.34,116362.75484,203.468,8.866900000000006,False,21.851405138515712,27.284160017887398,17.53637699332416,61.73698040607393,208.127,197.69781818181818,208.770929542338,216.74306967326456,205.91142857142856,195.07978746959256
13:00 18-05-2020,211.34,213.46,208.91,213.1,132654.84499,204.073,9.851789285714291,False,21.495323257737738,25.306203399761984,18.001768735153416,63.44535046718358,209.28400000000002,197.69963636363636,209.5580332619129,217.76570278660077,206.82785714285714,195.8900114991135
17:00 18-05-2020,213.09,215.31,212.6,214.91,81553.79816,204.926,10.693232142857147,False,21.570196386789743,27.215039826289907,17.20188865052828,65.13069354979316,210.561,197.74581818181815,210.5311181233833,218.95366122385852,207.84285714285716,196.7320530618558
21:00 18-05-2020,214.92,215.05,209.65,210.3,146708.63097,205.70299999999997,10.158317857142862,False,20.72096236294623,24.845985173298114,20.459953473636,57.96570404281303,211.462,197.75,210.4890966464045,218.8583718830113,208.57357142857146,198.2887709741316
01:00 19-05-2020,210.32,212.68,209.45,211.5,86779.86479,206.535,9.593778571428581,False,19.87280532221098,23.526752107798053,19.70237347762636,59.195669261025266,211.73499999999999,198.2149090909091,210.6728972561491,218.68364628238777,209.36285714285717,200.04206800332656
05:00 19-05-2020,211.47,215.95,211.47,212.9,156186.77206,207.2485,9.252742857142872,False,19.854155181039648,27.161476612624774,18.254608691498962,60.61109202969453,212.23600000000002,198.618,211.07782502775834,218.55854766242248,210.17499999999998,201.79145233757748
09:00 19-05-2020,212.9,213.09,210.59,212.38,104123.34853,207.8925,8.721760714285727,False,19.554095928114133,26.01276083064996,18.971264810951833,59.80006877967885,212.77399999999997,199.0292727272727,211.31458411362044,218.0539460496872,210.90642857142856,203.75891109316993
13:00 19-05-2020,212.37,214.49,211.4,211.5,70442.29283,208.454,7.987271428571445,False,19.59873719275265,27.04104979817718,17.96021203671179,58.40784796035152,212.417,199.45036363636362,211.3482960929622,216.39371935343826,211.6357142857143,206.87770921799034
17:00 19-05-2020,211.5,214.73,210.3,214.58,79462.07931,209.148,7.758892857142879,False,19.26737823819773,24.98520473362766,18.482553381138878,61.69351243125763,212.454,199.9841818181818,211.93587862151452,216.74966531716055,212.0507142857143,207.35176325426804
21:00 19-05-2020,214.6,214.76,212.4,212.9,78987.60063,209.7895,6.884350000000017,False,18.967426068138902,23.994090684918902,17.710085464240013,59.01667782616498,212.541,200.44527272727277,212.11117341760277,216.51074407093776,212.4085714285714,208.30639878620505
01:00 20-05-2020,212.9,215.75,211.9,213.36,119893.20827,210.435,5.995203571428589,False,18.95165939730129,24.111758402999104,16.49864995372749,59.522871463270704,212.743,200.898,212.33823279622044,215.67409406650054,212.86285714285714,210.05162021921373
05:00 20-05-2020,213.38,214.4,212.65,212.92,64671.10801,211.0045,4.9883178571428655,False,18.937018917237793,23.33055049355854,15.964102633556104,58.7917373372972,212.725,201.36363636363637,212.4440086514531,215.242623026767,212.70928571428573,210.17594840180445
09:00 20-05-2020,212.92,214.8,204.27,207.95,232134.90118,211.29500000000002,3.0598750000000043,True,18.775858855843193,19.282267549569713,27.003012365612705,51.299576860253715,212.029,201.70618181818182,211.6269161693707,215.6453718998062,212.26214285714286,208.87891381447952
13:00 20-05-2020,207.95,210.1,206.57,209.62,115021.63677,211.71150000000003,1.358882142857139,True,18.626210227405352,18.145563641929158,25.411164851042606,53.40002951032172,211.961,202.0941818181818,211.2620223203942,215.73785651067328,212.08999999999997,208.44214348932667
17:00 20-05-2020,209.59,210.77,209.0,209.98,68824.15551,211.77200000000002,0.24923928571427645,True,18.26289420647951,18.753552659321677,24.627215852544907,53.85167587583437,211.80900000000003,202.50836363636364,211.0289273530498,215.7850101552496,211.99285714285716,208.20070413046471
21:00 20-05-2020,209.99,211.64,208.95,209.35,105823.83425,211.84499999999997,-0.9526500000000055,True,17.631311974318933,19.406689298853028,23.44349501978315,52.907090535998705,211.454,202.9378181818182,210.72366783431346,215.69222104712284,211.72499999999997,207.7577789528771
01:00 21-05-2020,209.35,210.0,208.42,208.51,72118.58341,211.9205,-2.2925035714285844,True,17.195252115219766,18.834067871031174,23.741533467009457,51.63590511560773,211.067,203.30163636363636,210.3211827735292,215.13538627813577,211.26785714285714,207.4003280075785
