Time,Open,High,Low,Close,Volume,mean
16:00 29-09-2021,41306.78,41509.5,41151.04,41207.86,1051.47418,41853.783
17:00 29-09-2021,41207.87,41278.96,40900.0,41128.88,1885.35329,41831.5015
18:00 29-09-2021,41128.88,41300.0,40956.06,41236.0,953.3713,41841.9745
19:00 29-09-2021,41236.0,41465.0,41071.29,41360.36,1088.02375,41830.1825
20:00 29-09-2021,41360.36,41580.67,41296.3,41524.28,816.19716,41828.839
21:00 29-09-2021,41524.29,42420.37,41410.17,42329.41,2272.04021,41860.2195
22:00 29-09-2021,42328.2,43196.96,42250.99,42965.41,3502.7535,41898.4905
23:00 29-09-2021,42965.41,43424.19,42910.1,43407.83,2265.12625,41956.592
00:00 30-09-2021,43407.83,43729.68,43135.09,43591.23,2660.90655,42021.1345
01:00 30-09-2021,43591.24,43830.0,43432.82,43506.61,1898.01313,42073.9525
02:00 30-09-2021,43506.65,43705.44,43438.72,43516.52,1236.96184,42137.15
03:00 30-09-2021,43516.51,43680.0,43362.51,43371.92,1259.8377,42184.1495
04:00 30-09-2021,43371.92,43449.99,43217.16,43286.88,1501.84278,42228.4945
05:00 30-09-2021,43286.88,43446.77,42784.83,43062.03,3064.07448,42279.0805
06:00 30-09-2021,43062.02,43307.85,42975.36,43147.37,1481.58133,42329.225
07:00 30-09-2021,43147.37,43298.36,42697.01,42826.78,1636.09047,42359.608
08:00 30-09-2021,42826.78,43127.97,42767.74,43072.29,1204.08343,42428.2735
09:00 30-09-2021,43072.29,43777.0,43006.78,43419.53,3134.91978,42524.3845
10:00 30-09-2021,43419.54,43580.0,43066.17,43081.77,2273.52486,42617.487
11:00 30-09-2021,43081.77,43208.51,42850.0,43118.64,2090.46367,42708.08
12:00 30-09-2021,43118.64,43499.0,42935.66,43149.02,2090.80544,42805.138
13:00 30-09-2021,43149.02,43218.0,42819.86,42950.67,1602.24005,42896.2275
14:00 30-09-2021,42950.66,43400.0,42906.69,43333.12,1992.39579,43001.0835
15:00 30-09-2021,43333.12,44044.23,43261.84,43994.08,3022.35847,43132.7695
16:00 30-09-2021,43994.08,44141.37,43525.0,43532.31,1916.14218,43233.171
17:00 30-09-2021,43532.32,43772.47,43100.0,43435.08,1425.99797,43288.4545
18:00 30-09-2021,43436.56,43799.93,43375.1,43754.0,920.78363,43327.884000000005
19:00 30-09-2021,43754.0,43915.89,43631.14,43741.7,1044.98789,43344.5775
20:00 30-09-2021,43741.69,43900.0,43590.0,43824.1,883.29641,43356.221
