
____________________________________________________________________________________________________________________________________
| ID  ||                       COMPRA                       ||                       VENTA                        ||   RESULTADO   |
|     ||     Monto      ||     Precio     ||  Fecha y Hora  ||     Monto      ||     Precio     ||  Fecha y Hora  ||               |
------------------------------------------------------------------------------------------------------------------------------------
| 119 ||     82.04      ||    41311.68    ||17:15 19-04-2022||     82.31      ||    41527.73    ||06:05 20-04-2022|| 0.26  || 0.32% |
| 120 ||     82.31      ||    41992.38    ||10:10 20-04-2022||     81.90      ||    41866.52    ||10:35 20-04-2022|| -0.41 ||-0.50% |
| 121 ||     81.90      ||    41591.55    ||10:55 20-04-2022||     81.39      ||    41415.32    ||12:00 20-04-2022|| -0.51 ||-0.62% |
| 122 ||     81.39      ||    41697.27    ||23:05 20-04-2022||     81.03      ||    41597.03    ||23:40 20-04-2022|| -0.36 ||-0.44% |
| 123 ||     81.03      ||    41620.29    ||23:50 20-04-2022||     80.70      ||    41536.55    ||02:35 21-04-2022|| -0.32 ||-0.40% |
| 124 ||     80.70      ||    41778.99    ||06:45 21-04-2022||     80.97      ||    42001.46    ||07:15 21-04-2022|| 0.27  || 0.33% |
| 125 ||     80.97      ||    42582.47    ||11:10 21-04-2022||     80.47      ||    42404.78    ||12:30 21-04-2022|| -0.50 ||-0.62% |
| 126 ||     80.47      ||    42087.55    ||13:10 21-04-2022||     80.01      ||    41930.98    ||13:25 21-04-2022|| -0.46 ||-0.57% |
| 127 ||     80.01      ||    39686.63    ||10:40 23-04-2022||     80.16      ||    39837.50    ||13:05 23-04-2022|| 0.14  || 0.18% |
| 128 ||     80.16      ||    39751.10    ||14:25 23-04-2022||     80.31      ||    39909.03    ||18:50 23-04-2022|| 0.16  || 0.20% |
| 129 ||     80.31      ||    39799.53    ||20:15 23-04-2022||     80.03      ||    39740.97    ||20:30 23-04-2022|| -0.28 ||-0.35% |
| 130 ||     80.03      ||    39706.84    ||01:40 24-04-2022||     79.73      ||    39635.01    ||08:20 24-04-2022|| -0.30 ||-0.38% |
| 131 ||     79.73      ||    39062.29    ||10:35 25-04-2022||     79.19      ||    38876.97    ||10:50 25-04-2022|| -0.54 ||-0.67% |
| 132 ||     79.19      ||    38974.18    ||12:50 25-04-2022||     79.94      ||    39422.56    ||13:35 25-04-2022|| 0.75  || 0.95% |
| 133 ||     79.94      ||    39406.38    ||14:40 25-04-2022||     80.54      ||    39777.42    ||15:45 25-04-2022|| 0.59  || 0.74% |
| 134 ||     80.54      ||    40351.42    ||20:10 25-04-2022||     80.90      ||    40615.79    ||21:35 25-04-2022|| 0.37  || 0.45% |
| 135 ||     80.90      ||    40530.73    ||22:40 25-04-2022||     80.51      ||    40417.78    ||06:45 26-04-2022|| -0.39 ||-0.48% |
| 136 ||     80.51      ||    40382.28    ||06:55 26-04-2022||     80.18      ||    40294.08    ||08:05 26-04-2022|| -0.34 ||-0.42% |
| 137 ||     80.18      ||    40436.88    ||08:10 26-04-2022||     79.81      ||    40330.65    ||09:50 26-04-2022|| -0.37 ||-0.46% |
| 138 ||     79.81      ||    38934.46    ||05:40 27-04-2022||     79.33      ||    38776.66    ||08:20 27-04-2022|| -0.48 ||-0.60% |
| 139 ||     79.33      ||    38900.01    ||08:30 27-04-2022||     79.79      ||    39206.41    ||10:40 27-04-2022|| 0.47  || 0.59% |
| 140 ||     79.79      ||    39005.42    ||14:20 27-04-2022||     79.23      ||    38806.70    ||15:55 27-04-2022|| -0.57 ||-0.71% |
| 141 ||     79.23      ||    39099.28    ||19:50 27-04-2022||     79.55      ||    39336.97    ||21:30 27-04-2022|| 0.32  || 0.41% |
| 142 ||     79.55      ||    39230.01    ||22:55 27-04-2022||     79.99      ||    39527.45    ||05:25 28-04-2022|| 0.44  || 0.56% |
| 143 ||     79.99      ||    39664.60    ||07:20 28-04-2022||     79.59      ||    39546.10    ||10:00 28-04-2022|| -0.40 ||-0.50% |
| 144 ||     79.59      ||    39480.34    ||10:05 28-04-2022||     79.15      ||    39342.05    ||10:15 28-04-2022|| -0.44 ||-0.55% |
| 145 ||     79.15      ||    39429.63    ||12:50 28-04-2022||     80.39      ||    40126.59    ||14:35 28-04-2022|| 1.24  || 1.56% |
| 146 ||     80.39      ||    40165.99    ||16:05 28-04-2022||     79.83      ||    39964.51    ||16:50 28-04-2022|| -0.56 ||-0.70% |
| 147 ||     79.83      ||    39983.77    ||16:55 28-04-2022||     79.34      ||    39820.15    ||17:00 28-04-2022|| -0.49 ||-0.61% |
| 148 ||     79.34      ||    39780.00    ||17:15 28-04-2022||     78.85      ||    39609.22    ||23:55 28-04-2022|| -0.50 ||-0.63% |
| 149 ||     78.85      ||    38538.68    ||14:00 01-05-2022||     78.42      ||    38407.92    ||14:45 01-05-2022|| -0.42 ||-0.54% |
| 150 ||     78.42      ||    38385.42    ||14:50 01-05-2022||     78.04      ||    38274.24    ||15:20 01-05-2022|| -0.38 ||-0.49% |
| 151 ||     78.04      ||    38249.14    ||15:30 01-05-2022||     77.66      ||    38140.77    ||15:50 01-05-2022|| -0.38 ||-0.48% |
| 152 ||     77.66      ||    38247.35    ||19:40 01-05-2022||     78.17      ||    38573.90    ||21:15 01-05-2022|| 0.51  || 0.65% |
| 153 ||     78.17      ||    38607.06    ||22:40 01-05-2022||     77.78      ||    38492.50    ||23:00 01-05-2022|| -0.39 ||-0.50% |
| 154 ||     77.78      ||    38508.42    ||23:05 01-05-2022||     78.11      ||    38747.49    ||01:45 02-05-2022|| 0.33  || 0.42% |
| 155 ||     78.11      ||    38930.27    ||02:25 02-05-2022||     77.73      ||    38820.60    ||06:55 02-05-2022|| -0.38 ||-0.48% |
| 156 ||     77.73      ||    38795.62    ||07:05 02-05-2022||     77.36      ||    38687.59    ||07:50 02-05-2022|| -0.37 ||-0.48% |
| 157 ||     77.36      ||    38711.88    ||07:55 02-05-2022||     77.00      ||    38607.84    ||08:35 02-05-2022|| -0.36 ||-0.47% |
| 158 ||     77.00      ||    38664.39    ||10:35 02-05-2022||     76.40      ||    38442.61    ||14:20 02-05-2022|| -0.59 ||-0.77% |
| 159 ||     76.40      ||    38604.08    ||19:50 02-05-2022||     76.03      ||    38491.47    ||21:25 02-05-2022|| -0.38 ||-0.49% |
| 160 ||     76.03      ||    38552.81    ||04:50 03-05-2022||     75.73      ||    38480.39    ||06:40 03-05-2022|| -0.29 ||-0.39% |
| 161 ||     75.73      ||    38884.13    ||06:55 04-05-2022||     75.33      ||    38753.22    ||10:55 04-05-2022|| -0.41 ||-0.54% |
| 162 ||     75.33      ||    38803.48    ||11:05 04-05-2022||     75.69      ||    39067.60    ||13:20 04-05-2022|| 0.36  || 0.48% |
| 163 ||     75.69      ||    38976.58    ||14:20 04-05-2022||     75.19      ||    38796.19    ||15:30 04-05-2022|| -0.50 ||-0.66% |
| 164 ||     75.19      ||    39696.45    ||19:50 04-05-2022||     74.87      ||    39610.83    ||21:15 04-05-2022|| -0.31 ||-0.42% |
| 165 ||     74.87      ||    39622.71    ||21:20 04-05-2022||     74.56      ||    39535.03    ||04:10 05-05-2022|| -0.32 ||-0.42% |
| 166 ||     74.56      ||    39541.00    ||04:15 05-05-2022||     74.31      ||    39488.72    ||05:40 05-05-2022|| -0.25 ||-0.33% |
